id_left,name_left,description_left,price_left,name_right,description_right,price_right,text_src,id_right,text_tgt,candidates,labels
830,transcend 16gb sdhc card and compact card reader ts16gsdhc6s5w,"transcend 16gb sdhc card and compact card reader ts16gsdhc6s5w sdhc card is class 6 compliant and compatible with all sdhc-labeled host devices card reader is fully compatible with hi speed usb 2.0 , up to 480mb/s and supports sdhc memory cards",,['transcend 16gb sdhc card & compact card reader s5 ts16gsdhc6-s5w'],[nan],[nan],"transcend 16gb sdhc card and compact card reader ts16gsdhc6s5w. transcend 16gb sdhc card and compact card reader ts16gsdhc6s5w sdhc card is class 6 compliant and compatible with all sdhc-labeled host devices card reader is fully compatible with hi speed usb 2.0 , up to 480mb/s and supports sdhc memory cards. nan",[519],['transcend 16gb sdhc card & compact card reader s5 ts16gsdhc6-s5w. nan. nan'],"['transcend 16gb sdhc card & compact card reader s5 ts16gsdhc6-s5w. nan. nan', 'transcend 8gb secure digital high capacity ( sdhc ) card class 6 ts8gsdhc6. transcend 8gb sdhc secure digital high capacity card. 11.45', 'transcend 4gb secure digital high capacity ( sdhc ) card class 6 ts4gsdhc6. transcend 4gb sdhc class 6 secure digital high capacity card. 5.74', 'transcend 4gb microsdhc card ( class 6 ) ts4gusdhc6. 4 gb. 6.85', 'transcend 8gb microsdhc card class 6 ts8gusdhc6. nan. 14.95', 'transcend 8gb compact flash card ( 133x ) ts8gcf133. transcend 8gb compactflash card ( 133x ). nan', 'transcend 4gb compactflash card ( 133x ) ts4gcf133. transcend 4gb compactflash memory card ( 133x ). nan', 'panasonic 4gb sdhc card class 6 20 mb/sec * nic * rp-sdv04gu1k. nan. 23.12', 'transcend 16gb jetflash usb flash drive ts16gjfv10. nan. 30.95', 'transcend 2gb microsd card ts2gusd. 2 gb. 1.75']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
831,toshiba xde black 1080p upconversion extended detail dvd player xde500,toshiba xde black 1080p upconversion extended detail dvd player xde500 full 1080p upconversion with 24 frames per second detail enhancement intelligent color contrast enhancement divx certified black finish,99.0,['toshiba xd-e500 upconversion dvd player'],"['dvd-rw , cd-rw dvd video , cd-da , jpeg , wma , mp3 , pcm playback progressive scan']",[81.96],toshiba xde black 1080p upconversion extended detail dvd player xde500. toshiba xde black 1080p upconversion extended detail dvd player xde500 full 1080p upconversion with 24 frames per second detail enhancement intelligent color contrast enhancement divx certified black finish. 99.0,[924],"['toshiba xd-e500 upconversion dvd player. dvd-rw , cd-rw dvd video , cd-da , jpeg , wma , mp3 , pcm playback progressive scan. 81.96']","['toshiba xd-e500 upconversion dvd player. dvd-rw , cd-rw dvd video , cd-da , jpeg , wma , mp3 , pcm playback progressive scan. 81.96', 'toshiba sd-6100 dvd player. toshiba sd-6100 dvd player w / 1080p upconversion. nan', ""toshiba 22lv505 22 ' widescreen lcd hdtv w / built-in dvd player 1000:1 contrast ratio 5ms response time black. nan. nan"", ""toshiba 19lv505 19 ' widescreen lcd hdtv w / built-in dvd player 800:1 contrast ratio 5ms response time. nan. nan"", ""toshiba 19lv506 19 ' widescreen lcd hdtv w / built-in dvd player 800:1 contrast ratio 5ms response time white. nan. nan"", 'toshiba sd-v296 dvd/vcr combo. vhs , dvd-rw , cd-rw dvd video , video cd , wma , mp3 , jpeg , divx , sqpb playback 1 disc ( s ) progressive scan black. nan', ""toshiba sd-p91s portable dvd player. toshiba sd-p91s 9 ' portable dvd player. 164.72"", ""toshiba sd-p101s portable dvd player sdp101s. toshiba sd-p101s 10.2 ' portable dvd player divx compatible. nan"", 'toshiba sd-4100 dvd player. dvd + rw , dvd-rw , dvd-r , cd-rw dvd video , video cd , svcd , mp3 , jpeg playback progressive scan. 39.36', 'toshiba d-r410 dvd player/recorder. toshiba d-r410 dvd recorder w / 1080p upconversion. nan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
837,transcend 8gb sdhc card and compact card reader ts8gsdhc6s5w,"transcend 8gb sdhc card and compact card reader ts8gsdhc6s5w sdhc card is class 6 compliant and compatible with all sdhc-labeled host devices card reader is fully compatible with hi speed usb 2.0 , up to 480mb/s and supports sdhc memory cards",26.3,['transcend 8gb secure digital high capacity ( sdhc ) card class 6 ts8gsdhc6'],['transcend 8gb sdhc secure digital high capacity card'],[11.45],"transcend 8gb sdhc card and compact card reader ts8gsdhc6s5w. transcend 8gb sdhc card and compact card reader ts8gsdhc6s5w sdhc card is class 6 compliant and compatible with all sdhc-labeled host devices card reader is fully compatible with hi speed usb 2.0 , up to 480mb/s and supports sdhc memory cards. 26.3",[333],['transcend 8gb secure digital high capacity ( sdhc ) card class 6 ts8gsdhc6. transcend 8gb sdhc secure digital high capacity card. 11.45'],"['transcend 8gb secure digital high capacity ( sdhc ) card class 6 ts8gsdhc6. transcend 8gb sdhc secure digital high capacity card. 11.45', 'transcend 4gb secure digital high capacity ( sdhc ) card class 6 ts4gsdhc6. transcend 4gb sdhc class 6 secure digital high capacity card. 5.74', 'transcend 16gb sdhc card & compact card reader s5 ts16gsdhc6-s5w. nan. nan', 'transcend 4gb microsdhc card ( class 6 ) ts4gusdhc6. 4 gb. 6.85', 'transcend 8gb microsdhc card class 6 ts8gusdhc6. nan. 14.95', 'transcend 8gb compact flash card ( 133x ) ts8gcf133. transcend 8gb compactflash card ( 133x ). nan', 'transcend 4gb compactflash card ( 133x ) ts4gcf133. transcend 4gb compactflash memory card ( 133x ). nan', 'transcend 2gb microsd card ts2gusd. 2 gb. 1.75', 'panasonic 4gb sdhc card class 6 20 mb/sec * nic * rp-sdv04gu1k. nan. 23.12', 'transcend 8gb jetflash v10 usb flash drive ts8gjfv10. nan. 14.5']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
838,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,,"[""speck products seethru case for apple 13 ' macbook mb13-blk-see-v2""]",['plastic black'],[nan],speck seethru black hard shell case for 13 ' macbook mb13blkseev2. speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish. nan,[814],"[""speck products seethru case for apple 13 ' macbook mb13-blk-see-v2. plastic black. nan""]","[""speck products seethru case for apple 13 ' macbook mb13-blk-see-v2. plastic black. nan"", ""speck products seethru case for apple 13 ' macbook mb13-clr-see-v2. plastic clear. nan"", ""speck products seethru case for apple 13 ' macbook mb13-blu-see-v2. plastic blue. nan"", ""speck products seethru case for apple 13 ' macbook mb13-aqu-see-v2. plastic aqua. nan"", ""speck products seethru case for apple 13 ' macbook mb13-grn-see-v2. plastic green. nan"", ""speck products seethru case for apple 13 ' macbook mb13-pnk-see-v2. plastic pink. nan"", ""speck products seethru case for apple 13 ' macbook mb13-red-see-v2. plastic red. nan"", ""speck products seethru case for apple 15 ' macbook pro mb15-clr-see-v2. plastic clear. nan"", ""speck products seethru case for apple 13 ' macbook mb13-org-see-v2. plastic orange. nan"", ""speck products seethru case for apple 15 ' macbook pro mb15-blu-see-v2. plastic blue. 34.74""]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
839,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support aqua finish,,"[""speck products seethru case for apple 13 ' macbook mb13-aqu-see-v2""]",['plastic aqua'],[nan],speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2. speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support aqua finish. nan,[824],"[""speck products seethru case for apple 13 ' macbook mb13-aqu-see-v2. plastic aqua. nan""]","[""speck products seethru case for apple 13 ' macbook mb13-aqu-see-v2. plastic aqua. nan"", ""speck products seethru case for apple 13 ' macbook mb13-clr-see-v2. plastic clear. nan"", ""speck products seethru case for apple 13 ' macbook mb13-blu-see-v2. plastic blue. nan"", ""speck products seethru case for apple 13 ' macbook mb13-blk-see-v2. plastic black. nan"", ""speck products seethru case for apple 13 ' macbook mb13-grn-see-v2. plastic green. nan"", ""speck products seethru case for apple 15 ' macbook pro mb15-clr-see-v2. plastic clear. nan"", ""speck products seethru case for apple 13 ' macbook mb13-pnk-see-v2. plastic pink. nan"", ""speck products seethru case for apple 13 ' macbook mb13-red-see-v2. plastic red. nan"", 'speck products seethru case for apple macbook air mba-clr-see. plastic clear. nan', ""speck products seethru case for apple 13 ' macbook mb13-org-see-v2. plastic orange. nan""]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
842,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish,,"[""speck products seethru case for apple 13 ' macbook mb13-blu-see-v2""]",['plastic blue'],[nan],speck seethru blue hard shell case for 13 ' macbook mb13bluseev2. speck seethru blue hard shell case for 13 ' macbook mb13bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish. nan,[819],"[""speck products seethru case for apple 13 ' macbook mb13-blu-see-v2. plastic blue. nan""]","[""speck products seethru case for apple 13 ' macbook mb13-blu-see-v2. plastic blue. nan"", ""speck products seethru case for apple 13 ' macbook mb13-blk-see-v2. plastic black. nan"", ""speck products seethru case for apple 13 ' macbook mb13-clr-see-v2. plastic clear. nan"", ""speck products seethru case for apple 13 ' macbook mb13-aqu-see-v2. plastic aqua. nan"", ""speck products seethru case for apple 15 ' macbook pro mb15-blu-see-v2. plastic blue. 34.74"", ""speck products seethru case for apple 13 ' macbook mb13-pnk-see-v2. plastic pink. nan"", ""speck products seethru case for apple 13 ' macbook mb13-grn-see-v2. plastic green. nan"", ""speck products seethru case for apple 13 ' macbook mb13-red-see-v2. plastic red. nan"", ""speck products seethru case for apple 15 ' macbook pro mb15-clr-see-v2. plastic clear. nan"", ""speck products seethru case for apple 13 ' macbook mb13-org-see-v2. plastic orange. nan""]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
848,speck seethru green hard shell case for 15 ' macbook mb15grnseev2,speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support green finish,,"[""speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2""]",['plastic green'],[nan],speck seethru green hard shell case for 15 ' macbook mb15grnseev2. speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support green finish. nan,[825],"[""speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2. plastic green. nan""]","[""speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2. plastic green. nan"", ""speck products seethru case for apple 13 ' macbook mb13-grn-see-v2. plastic green. nan"", ""speck products seethru case for apple 15 ' macbook pro mb15-clr-see-v2. plastic clear. nan"", ""speck products seethru case for apple 13 ' macbook mb13-clr-see-v2. plastic clear. nan"", ""speck products seethru case for apple 15 ' macbook pro mb15-pnk-see-v2. plastic pink. nan"", ""speck products seethru case for apple 13 ' macbook mb13-aqu-see-v2. plastic aqua. nan"", ""speck products seethru case for apple 13 ' macbook mb13-blk-see-v2. plastic black. nan"", ""speck products seethru case for apple 15 ' macbook pro mb15-org-see-v2. plastic orange. nan"", ""speck products seethru case for apple 13 ' macbook mb13-blu-see-v2. plastic blue. nan"", ""speck products seethru case for apple 15 ' macbook pro mb15-blu-see-v2. plastic blue. 34.74""]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
850,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,"[""speck products seethru case for apple 15 ' macbook pro mb15-org-see-v2""]",['plastic orange'],[nan],speck seethru orange hard shell case for 15 ' macbook mb15orgseev2. speck seethru orange hard shell case for 15 ' macbook mb15orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish. nan,[826],"[""speck products seethru case for apple 15 ' macbook pro mb15-org-see-v2. plastic orange. nan""]","[""speck products seethru case for apple 15 ' macbook pro mb15-org-see-v2. plastic orange. nan"", ""speck products seethru case for apple 13 ' macbook mb13-org-see-v2. plastic orange. nan"", ""speck products seethru case for apple 15 ' macbook pro mb15-clr-see-v2. plastic clear. nan"", ""speck products seethru case for apple 13 ' macbook mb13-clr-see-v2. plastic clear. nan"", ""speck products seethru case for apple 15 ' macbook pro mb15-pnk-see-v2. plastic pink. nan"", ""speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2. plastic green. nan"", ""speck products seethru case for apple 13 ' macbook mb13-aqu-see-v2. plastic aqua. nan"", ""speck products seethru case for apple 13 ' macbook mb13-blu-see-v2. plastic blue. nan"", ""speck products seethru case for apple 13 ' macbook mb13-blk-see-v2. plastic black. nan"", ""speck products seethru case for apple 13 ' macbook mb13-grn-see-v2. plastic green. nan""]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
853,samsung 55 ' series 9 lcd black flat panel hdtv ln55a950,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",,"[""samsung 9 series ln55a950 55 ' lcd tv""]","[""55 ' atsc , ntsc 181 channels 16:9 1920 x 1080 surround hdtv 1080p""]",[4049.98],"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950. samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish. nan",[971],"[""samsung 9 series ln55a950 55 ' lcd tv. 55 ' atsc , ntsc 181 channels 16:9 1920 x 1080 surround hdtv 1080p. 4049.98""]","[""samsung 9 series ln55a950 55 ' lcd tv. 55 ' atsc , ntsc 181 channels 16:9 1920 x 1080 surround hdtv 1080p. 4049.98"", ""samsung ln52a550 52 ' widescreen 1080p lcd hdtv 30,000:1 dynamic contrast ratio 5ms response time piano black. nan. 1579.0"", ""samsung ln52a850 52 ' 1080p lcd hdtv 50,000:1 dynamic contrast ratio 120hz 4ms response time super slim 1.9 ' thick !. nan. 2399.98"", ""samsung 5 series ln37a550 37 ' lcd tv. samsung ln37a550 37 ' widescreen 1080p lcd hdtv 15,000:1 dynamic contrast ratio 5ms response time piano black. 944.0"", ""samsung ln52a750 52 ' 1080p lcd hdtv 50,000:1 dynamic contrast ratio 120hz 6ms response time. nan. 2148.99"", ""samsung 9 series ln46a950 46 ' lcd tv. 46 ' atsc , ntsc 181 channels 16:9 1920 x 1080 surround hdtv 1080p. 2699.98"", ""samsung ln40a550 40 ' lcd tv. samsung ln40a550 40 ' widescreen 1080p lcd hdtv 30,000:1 dynamic contrast ratio 5ms response time piano black. 910.99"", ""samsung ln46a850 46 ' 1080p lcd hdtv 50,000:1 dynamic contrast ratio 120hz 4ms response time super slim 1.9 ' thick !. nan. 1769.0"", ""samsung ln46a550 46 ' lcd tv. samsung ln46a550 46 ' widescreen 1080p lcd hdtv 30,000:1 dynamic contrast ratio 5ms response time piano black. 1143.99"", ""samsung ln32a550 32 ' lcd tv. samsung ln32a550 32 ' widescreen 1080p lcd hdtv 15,000:1 dynamic contrast ratio 5ms response time piano black. 849.0""]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
854,lacie 2tb ethernet big disk external hard drive 301239u,"lacie 2tb ethernet big disk external hard drive 301239u share files over gigabit ethernet 7200 rotational speed ( rpm ) 16mb cache 400mhz processor smart fan hi-speed usb 2.0 full support for windows , mac and linux",,['lacie big disk ethernet network storage server 301239u'],['lacie ethernet big disk 2tb usb 2.0 16mb 7200rpm network attached storage'],[nan],"lacie 2tb ethernet big disk external hard drive 301239u. lacie 2tb ethernet big disk external hard drive 301239u share files over gigabit ethernet 7200 rotational speed ( rpm ) 16mb cache 400mhz processor smart fan hi-speed usb 2.0 full support for windows , mac and linux. nan",[369],['lacie big disk ethernet network storage server 301239u. lacie ethernet big disk 2tb usb 2.0 16mb 7200rpm network attached storage. nan'],"['lacie big disk ethernet network storage server 301239u. lacie ethernet big disk 2tb usb 2.0 16mb 7200rpm network attached storage. nan', 'lacie big disk extreme + hard drive 301199u. lacie big disk extreme 1tb hard drive triple interface ( usb 2.0 & firewire 400/800 ) external hard drive. nan', 'lacie usb 2.0 external hard drive 301304u. lacie 1tb usb 2.0 7200rpm desktop external hard drive design by neil poulton. nan', 'lacie little disk hard drive 301829. lacie 320gb little disk usb 2.0 5400rpm portable external hard drive. nan', 'lacie usb 2.0 external hard drive 301302u. lacie 500gb usb 2.0 7200rpm desktop external hard drive design by neil poulton. 86.95', 'lacie little disk hard drive 301278. lacie little disk 250gb usb 2.0 5400rpm portable external hard drive. 79.99', 'lacie d2 quadra hard drive 301825u. 500gb 7200rpm serial ata/300 , ieee 1394b , ieee 1394a , usb 2.0 external sata , firewire , firewire , usb external. 138.88', 'apple time capsule network hard drive mb277ll/a. 1tb type a usb. 439.0', 'lacie pocket floppy disk drive 706018. lacie pocket usb floppy 1.44 mb. nan', 'netgear prosafe fs726tp 24 port 10/100 smart switch fs726tpna. 24 x 10/100base-tx lan , 2 x 10/100/1000base-t. nan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
857,panasonic black lumix 10.1 megapixel digital camera dmcfz28k,panasonic black lumix 10.1 megapixel digital camera dmcfz28k 10.1 megapixel 27 - 486mm f/2 .8 -4.4 leica dc lens 2.7 ' tft lcd display ( 230k dots ) 18x optical zoom intelligent auto mode burst mode auto angle detection 50mb built-in memory black finish,,['panasonic lumix dmc-fz28 digital camera black'],"['panasonic dmc-fz28k lumix 10 megapixel digital camera with 27mm leica dc vario-elmarit lens , 18x optical zoom and intelligent auto mode black']",[nan],panasonic black lumix 10.1 megapixel digital camera dmcfz28k. panasonic black lumix 10.1 megapixel digital camera dmcfz28k 10.1 megapixel 27 - 486mm f/2 .8 -4.4 leica dc lens 2.7 ' tft lcd display ( 230k dots ) 18x optical zoom intelligent auto mode burst mode auto angle detection 50mb built-in memory black finish. nan,[1012],"['panasonic lumix dmc-fz28 digital camera black. panasonic dmc-fz28k lumix 10 megapixel digital camera with 27mm leica dc vario-elmarit lens , 18x optical zoom and intelligent auto mode black. nan']","['panasonic lumix dmc-fz28 digital camera black. panasonic dmc-fz28k lumix 10 megapixel digital camera with 27mm leica dc vario-elmarit lens , 18x optical zoom and intelligent auto mode black. nan', ""panasonic lumix dmc-tz5 digital camera black. panasonic lumix dmc-tz5k 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output black. nan"", ""panasonic lumix dmc-tz5 digital camera silver. panasonic lumix dmc-tz5s 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output silver. nan"", ""panasonic lumix dmc-fs3 digital camera blue. panasonic dmc-fs3a 8 megapixel compact digital camera with 33mm lens , 3x optical zoom , intelligent auto mode and 2.5 ' diagonal intelligent lcd blue. nan"", ""panasonic lumix dmc-fs3 digital camera silver. panasonic dmc-fs3s 8 megapixel compact digital camera with 33mm lens , 3x optical zoom , intelligent auto mode and 2.5 ' diagonal intelligent lcd silver. 137.33"", ""sony cyber-shot dsc-h10 digital camera black dsch10/b. 8.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd. 213.72"", 'samsung l200 digital camera black ec-l200zbba / us. samsung l200 10 megapixel digital camera with 2.5 lcd , 3x optical zoom , digital image stabilization , face detection function black. 119.0', ""olympus stylus 1050 sw 10 megapixel digital camera w / 3x optical zoom , 2.7 ' lcd , waterproof , shockproof & freezeproof , tap control , & face detection black 226455. nan. 228.95"", ""sony cyber-shot dsc-h50 digital camera black dsch50b. 9.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd. 329.0"", ""nikon coolpix s610 digital camera midnight black 26125. 10 megapixel 16:9 4x optical zoom 4x digital zoom 3 ' active matrix tft color lcd. nan""]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
861,sony black vaio z series 13.1 ' notebook computer vgnz570nb,sony black vaio z series 13.1 ' notebook computer vgnz570nb 2.53 ghz intel core 2 duo p9500 processor 13.3 ' xbrite-duraview lcd integrated stereo a2dp bluetooth technology 320gb hard drive 3gb memory built-in motion eye camera and microphone genuine microsoft windows vista business with sp1/xp downgrade black finish,,['sony z570n/b notebook vgnz570n/b'],"[""intel centrino 2 core 2 duo p9500 2.53 ghz 13.1 ' 3gb ddr3 sdram 320gb hdd dvd-writer ( dvd-ram/r/rw ) bluetooth , gigabit ethernet , wi-fi windows vista business black""]",[nan],sony black vaio z series 13.1 ' notebook computer vgnz570nb. sony black vaio z series 13.1 ' notebook computer vgnz570nb 2.53 ghz intel core 2 duo p9500 processor 13.3 ' xbrite-duraview lcd integrated stereo a2dp bluetooth technology 320gb hard drive 3gb memory built-in motion eye camera and microphone genuine microsoft windows vista business with sp1/xp downgrade black finish. nan,[858],"[""sony z570n/b notebook vgnz570n/b. intel centrino 2 core 2 duo p9500 2.53 ghz 13.1 ' 3gb ddr3 sdram 320gb hdd dvd-writer ( dvd-ram/r/rw ) bluetooth , gigabit ethernet , wi-fi windows vista business black. nan""]","[""sony z570n/b notebook vgnz570n/b. intel centrino 2 core 2 duo p9500 2.53 ghz 13.1 ' 3gb ddr3 sdram 320gb hdd dvd-writer ( dvd-ram/r/rw ) bluetooth , gigabit ethernet , wi-fi windows vista business black. nan"", ""sony z550n/b notebook vgnz550n/b. sony vaio z550n/b intel centrino 2 core 2 duo p8600 2.40 ghz notebook 3gb ddr3 sdram , 250gb sata hd , 13.1 ' lcd , dvdr dl/dvdrw/ram , modem , gigabit nic , 802.11 a/b/g / n , sprint mobile , bluetooth , vista business sp1/xp downgrade. nan"", ""sony z591u/b notebook vgnz591u/b. sony vaio z591u/b laptop intel centrino 2 core 2 duo p9500 2.53 ghz , 4gb ddr3 , 320gb sata hdd , 13.1 ' lcd , br-rom/dvdrw , 802.11 a/b/g / n , bluetooth , windows vista ultimate. 2849.99"", ""sony vaio fw378j/b notebook vgnfw378j/b. intel centrino 2 core 2 duo p8600 2.4 ghz 16.4 ' 4gb ddr2 sdram 320gb hdd bd-reader/dvd-writer ( bd-rom/dvd-ram/r / rw ) wi-fi , gigabit ethernet , bluetooth windows vista home premium x64 black. nan"", 'sony vaio cs series vgn-cs180j / w 14.1-inch notebook 2.26 ghz intel core 2 duo p8400 processor , 4 gb ram , 320 gb hard drive , blu-ray drive , vista home premium - white vgncs180j/w. nan. 1219.0', 'sony vaio cs series vgn-cs180j / r 14.1-inch notebook 2.26 ghz intel core 2 duo p8400 processor , 4 gb ram , 320 gb hard drive , blu-ray drive , vista home premium - red vgncs180j/r. nan. nan', ""sony vaio aw110j/h notebook vgnaw110j/h. sony vaio aw series aw110jh notebook 2.26 ghz intel core 2 duo p8400 , 4gb ram , 320gb hard drive , dvd + / - rw w / blu-ray disc support , wireless 802.11 a/b/g / n , nvidia geforce 9300m , 18.4 ' xbrite-eco lcd display , webcam & mic , windows vista home premium. nan"", ""sony vaio ns190j/s notebook vgnns190j/s. sony vaio ns series ns190js notebook 2ghz intel core 2 duo t5800 , 4gb ram , 250gb hard drive , dvd + / - r/rw w / blu ray support , wireless link 5100agn , intel graphics media accelerator 4500mhd , 15.4 ' wxga lcd display , windows vista home premium ( silver ). 949.99"", 'sony vaio cs180j/q notebook vgncs180j/q. sony vaio cs series vgn-cs180j / q 14.1-inch notebook 2.26 ghz intel core 2 duo p8400 processor , 4 gb ram , 320 gb hard drive , blu-ray drive , vista home premium - black. 1239.97', 'sony vaio cs180j/p notebook vgncs180j/p. sony vaio cs series vgn-cs180j / p 14.1-inch notebook 2.26 ghz intel core 2 duo p8400 processor , 4 gb ram , 320 gb hard drive , blu-ray drive , vista home premium - pink. 1199.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
863,lacie little disk 320gb black portable hard drive 301829,"lacie little disk 320gb black portable hard drive 301829 compact , thin and lightweight design back up , synchronize and secure files and settings extractable integrated usb cable and protective cap hi-speed usb 2.0 pc and mac compatible black finish",119.0,['lacie little disk hard drive 301829'],['lacie 320gb little disk usb 2.0 5400rpm portable external hard drive'],[nan],"lacie little disk 320gb black portable hard drive 301829. lacie little disk 320gb black portable hard drive 301829 compact , thin and lightweight design back up , synchronize and secure files and settings extractable integrated usb cable and protective cap hi-speed usb 2.0 pc and mac compatible black finish. 119.0",[503],['lacie little disk hard drive 301829. lacie 320gb little disk usb 2.0 5400rpm portable external hard drive. nan'],"['lacie little disk hard drive 301829. lacie 320gb little disk usb 2.0 5400rpm portable external hard drive. nan', 'lacie little disk hard drive 301278. lacie little disk 250gb usb 2.0 5400rpm portable external hard drive. 79.99', 'lacie usb 2.0 external hard drive 301302u. lacie 500gb usb 2.0 7200rpm desktop external hard drive design by neil poulton. 86.95', 'lacie usb 2.0 external hard drive 301304u. lacie 1tb usb 2.0 7200rpm desktop external hard drive design by neil poulton. nan', 'lacie big disk extreme + hard drive 301199u. lacie big disk extreme 1tb hard drive triple interface ( usb 2.0 & firewire 400/800 ) external hard drive. nan', 'lacie d2 quadra hard drive 301825u. 500gb 7200rpm serial ata/300 , ieee 1394b , ieee 1394a , usb 2.0 external sata , firewire , firewire , usb external. 138.88', 'lacie big disk ethernet network storage server 301239u. lacie ethernet big disk 2tb usb 2.0 16mb 7200rpm network attached storage. nan', 'lacie pocket floppy disk drive 706018. lacie pocket usb floppy 1.44 mb. nan', 'apple time capsule network hard drive mb277ll/a. 1tb type a usb. 439.0', ""apple ipod classic 120gb hard drive portable media player mb565ll/a. audio player , video player , photo viewer 2.5 ' color lcd 120gb hard drive black. 219.97""]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
