id_left,title_left,manufacturer_left,price_left,title_right,manufacturer_right,price_right,text_src,id_right,text_tgt,candidates,labels
832,global software smart steps 2nd grade windows macintosh ),global software,,['global software a0447jch dk smart steps 2nd grade win 95 98 me 2000 xp vista'],[nan],[9.08],global software smart steps 2nd grade windows macintosh ). global software. nan,[2768],['global software a0447jch dk smart steps 2nd grade win 95 98 me 2000 xp vista. nan. 9.08'],"['global software a0447jch dk smart steps 2nd grade win 95 98 me 2000 xp vista. nan. 9.08', 'global software a0454jch dk smart steps 3rd grade win 95 98 me 2000 xp vista. global-software-publishing. 9.08', 'global software a8641jch dk smart steps first grade win 95 98 me 2000 xp vista. nan. 9.08', 'global software a8658jch smart steps kinder win 95 98 me 2000 xp vista. nan. 9.08', 'global software a2649m2h rainbow fish & the whale win 95 98 me xp/mac 8.6-9.x ( classic ) x v10 .1 or higher. global-software-publishing. 8.79', 'global software a2663m2h amazing animals w/zoofari games win 95 98 me xp/mac 8.6-9.x ( classic ) x v10 .1 or higher. nan. 8.79', 'middle school math & science. global-software-publishing. 12.9', 'global software a1055 i love the usa ( win 95 98 me nt 2000 xp/mac 8.6-9.x ( classic ) x v10 .1 or higher ). nan. 8.79', 'global software a1826m2w dk amazing animals 1.1 win 95 98 2000 xp vista. global-software-publishing. 9.08', 'jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure. nan. 19.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
833,punch ! viacad 2d/3d,punch ! software,99.0,['viacad 2d/3d ( win 2000 xp vista )'],[nan],[99.95],punch ! viacad 2d/3d. punch ! software. 99.0,[2630],['viacad 2d/3d ( win 2000 xp vista ). nan. 99.95'],"['punch software 42100 punch ! home design architectural series 18 ( small box ). punch software. 119.99', 'punch software 42100 punch ! home design architectural series 18 ( small box ). punch software. 119.99', 'punch software 42100 punch ! home design architectural series 18 ( small box ). punch software. 119.99', 'punch software 26100 punch ! master landscape and home design ( small box ). punch software. 45.99', 'punch software 26100 punch ! master landscape and home design ( small box ). punch software. 45.99', 'punch software 26100 punch ! master landscape and home design ( small box ). punch software. 45.99', 'punch software 20100 punch ! home design complete product architectural 1 user complete productcomplete productstandard english pc. nan. 36.97', 'punch software 20100 punch ! 5 in 1 home design. punch software. 35.99', 'punch software 20100 punch ! 5 in 1 home design. punch software. 35.99', 'viacad 2d/3d ( win 2000 xp vista ). nan. 99.95']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
835,handmark oxford american desk dictionary and thesaurus,handmark inc. .,,['palmspring software 523 oxford american desk dictionary'],['palmspring software'],[24.2],handmark oxford american desk dictionary and thesaurus. handmark inc. .. nan,[2914],['palmspring software 523 oxford american desk dictionary. palmspring software. 24.2'],"['palmspring software 523 oxford american desk dictionary. palmspring software. 24.2', 'palmspring software 523 oxford american desk dictionary. palmspring software. 24.2', 'oxford english/spanish dictionary expansion sd/mmc card for palm os ( r ) and pocket pc. nan. 49.99', ""merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ). nan. 9.59"", 'merriam-webster english dictionary ( win 2000 xp/mac 10.3.8 or later ). nan. 9.99', 'student dictionary. nan. 8.95', 'tri synergy inc oxford world encyclopedia. nan. 16.31', 'pop up oxford spanish / english dict. oxford-university-press. 13.95', 'individual software inc quickverse bible premier suite ( us pos ). nan. 37.19', 'csdc visual thesaurus the thinkmap inc.. nan. 33.52']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
836,i love the usa,global-software-publishing,9.99,['global software a1055 i love the usa'],['global software'],[11.99],i love the usa. global-software-publishing. 9.99,[2893],['global software a1055 i love the usa. global software. 11.99'],"['global software a1055 i love the usa. global-software-publishing. 11.99', 'global software a1055 i love the usa. global software. 11.99', 'global software a1055 i love the usa ( win 95 98 me nt 2000 xp/mac 8.6-9.x ( classic ) x v10 .1 or higher ). nan. 8.79', 'global software publ na sudoku. global-software-publishing-north-america-inc. 4.82', 'global software a9716jcw crossword addict win 95 98 me 2000 xp. global-software-publishing-north-america-inc. 8.79', 'global software publ na gsp greatest moments of our time. global-software-publishing-north-america-inc. 8.14', 'global software a2991m2w sudoku puzzle addict ( win 98 me 2000 xp ). global-software-publishing-north-america-inc. 8.79', 'global software a1826m2w dk amazing animals 1.1 win 95 98 2000 xp vista. global-software-publishing. 9.08', 'middle school math & science. global-software-publishing. 12.9', 'belight swift publisher page layout software. global-marketing-partners. 39.99']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
837,adobe photoshop cs3 extended upgrade [ mac ],adobe,349.0,['adobe photoshop cs3 extended for mac upgrade'],[nan],[329.99],adobe photoshop cs3 extended upgrade [ mac ]. adobe. 349.0,[902],['adobe photoshop cs3 extended for mac upgrade. nan. 329.99'],"['adobe photoshop cs3 extended for mac upgrade. nan. 329.99', 'adobe photoshop cs3 extended for mac. nan. 935.99', 'adobe photoshop cs3 for mac upgrade. nan. 189.99', 'adobe photoshop cs3 extended for mac academic. nan. 295.99', 'adobe photoshop cs3 extended software full version for macintosh. nan. 969.0', 'adobe photoshop cs3 extended complete package 1 user academic cd mac. nan. 279.0', 'adobe creative suite 3 ( cs3 ) design premium upgrade mac. nan. 569.97', 'adobe photoshop cs3 for mac. nan. 609.99', 'adobe illustrator cs3 upgrade for mac. nan. 206.99', 'adobe indesign cs3 for mac upgrade. nan. 205.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
838,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95,"['computrace lojack for laptops 3 yr subscription', 'absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher']","[nan, nan]","[89.99, 80.97]",computrace lojack for laptops 3 year license ( mac ). absolute software. 99.95,"[461, 2714]","['computrace lojack for laptops 3 yr subscription. nan. 89.99', 'absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher. nan. 80.97']","['absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher. nan. 80.97', 'absolute software lfl-m2-12 computrace lojack for laptops 1 year license mac 10.2 or higher. nan. 44.97', 'absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ). nan. 85.97', 'computrace lojack for laptops 3 yr subscription. nan. 89.99', 'absolute software lfl-n2-48 computrace lojack for laptops 4 year license. nan. 105.68', 'absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ). nan. 41.97', 'computrace lojack for laptops 1 year license ( win 2000 xp ). nan. 49.95', 'computrace lojack for laptops 1 yr subscription. nan. 45.99', 'lfl-n2-12 computrace lojack for laptops subscription package 1 year 1 notebook m. nan. 39.95', '40y9223 computrace lojack for laptops subscription package 4 years 1 notebook -. nan. 125.97']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
839,adobe photoshop cs3 extended,adobe,999.0,['adobe photoshop cs3 extended software full version for windows'],[nan],[969.0],adobe photoshop cs3 extended. adobe. 999.0,[2607],['adobe photoshop cs3 extended software full version for windows. nan. 969.0'],"['adobe photoshop cs3 extended software full version for windows. nan. 969.0', 'adobe photoshop cs3 extended for mac. nan. 935.99', 'adobe photoshop cs3 extended software full version for macintosh. nan. 969.0', 'adobe photoshop cs3 extended complete package 1 user academic cd windows. nan. 279.0', 'adobe photoshop cs3 extended for mac academic. nan. 295.99', 'adobe photoshop cs3 extended for mac upgrade. nan. 329.99', 'adobe photoshop cs3 extended complete package 1 user academic cd mac. nan. 279.0', 'adobe photoshop cs3 for mac. nan. 609.99', 'adobe cs3 master collection academic. nan. 939.99', 'adobe cs3 master collection. nan. 2499.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
840,digital video and audio production book for vegas 7 + dvd,sony-pictures-digital-entertainment,49.35,['digital video & audio prod book'],['sony creative software'],[27.99],digital video and audio production book for vegas 7 + dvd. sony-pictures-digital-entertainment. 49.35,[2941],['digital video & audio prod book. sony creative software. 27.99'],"['digital video & audio prod book. sony-pictures-digital-entertainment. 27.5', 'digital video & audio prod book. sony creative software. 27.99', 'sony vegas 7 + dvd production suite software full version video editing and dvd creation. nan. 426.0', 'sony vegas7 .0 + dvd editing software with sound forge 8 for windows professional editing software. nan. 549.95', 'sony creative software vegas43 ; dvd production suite v. 7.0 complete product. nan. 262.82', 'sony vegas movie studio 7 + dvd platinum edition academic. nan. 92.99', 'vegas7 + dvd upgrade. sony-pictures-digital-entertainment. 226.56', 'sony creative software vegas43 ; dvd v. 7.0 complete product. nan. 420.55', 'sony vegas 6 video editing software professional editing software. sony-pictures-digital-entertainment. 99.0', 'vegas movie studiodvd +8 plat. sony creative software. 92.99']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
846,discrete drums : vol .1,sony-media-software,59.95,['sony media software discrete drums : vol .1 sony sound series'],['sony-media-software'],[24.91],discrete drums : vol .1. sony-media-software. 59.95,[422],['sony media software discrete drums : vol .1 sony sound series. sony-media-software. 24.91'],"['sony media software discrete drums : vol .1 sony sound series. sony-media-software. 24.91', 'sony media software acid pro 5 music production software. nan. 199.95', 'acid music studio 6. sony-pictures-digital-entertainment. 59.95', 'sony media software super duper music looper software music production software. sony-media-software. 19.95', 'sony pc video game the station access collection dvd-rom. sony-creative-software. 4.99', 'madison media software ssda3000 sony sound effects series vol 1 through 10. sony-pictures-digital-entertainment. 370.97', 'sony media software acid pro 6 software music production software. sony-pictures-digital-entertainment. 299.95', 'sony media software american idol extreme music creator software music production software. nan. 49.95', 'sony media software cinescore soundtrack creation software audio software for video. sony-pictures-digital-entertainment. 179.95', 'sony media software sound forge 9 digital audio production suite music production software. nan. 299.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
851,punch ! professional home design platinum v10,punch ! software,99.0,"['punch software professional home design platinum version 10', 'punch software 86100 prof home design platinum v10 sb win 98 me nt 2000 xp']","[nan, nan]","[99.99, 84.97]",punch ! professional home design platinum v10. punch ! software. 99.0,"[2920, 2447]","['punch software professional home design platinum version 10. nan. 99.99', 'punch software 86100 prof home design platinum v10 sb win 98 me nt 2000 xp. nan. 84.97']","['punch software professional home design platinum version 10. nan. 99.99', 'punch software 14100 punch ! professional home design suite for windows. punch software. 62.99', 'punch software 14100 punch ! professional home design suite for windows. punch software. 62.99', 'punch software 14100 punch ! professional home design suite for windows. punch software. 62.99', 'punch software 35100 punch ! professional home design suite ( small box ). punch software. 62.99', 'punch software 35100 punch ! professional home design suite ( small box ). punch software. 62.99', 'punch software 35100 punch ! professional home design suite ( small box ). punch software. 62.99', 'punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc. nan. 59.97', 'punch software 20100 punch ! 5 in 1 home design. punch software. 35.99', 'punch software 20100 punch ! 5 in 1 home design. punch software. 35.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
852,cinescore professional soundtrack edition,sony-pictures-digital-entertainment,249.95,['sony media software cinescore soundtrack creation software audio software for video'],['sony-pictures-digital-entertainment'],[179.95],cinescore professional soundtrack edition. sony-pictures-digital-entertainment. 249.95,[2442],['sony media software cinescore soundtrack creation software audio software for video. sony-pictures-digital-entertainment. 179.95'],"['sony media software cinescore soundtrack creation software audio software for video. sony-pictures-digital-entertainment. 179.95', 'acid music studio 6. sony-pictures-digital-entertainment. 59.95', 'vegas + dvd sony. sony-pictures-digital-entertainment. 899.99', 'digital video & audio prod book. sony-pictures-digital-entertainment. 27.5', 'madison media software ssda3000 sony sound effects series vol 1 through 10. sony-pictures-digital-entertainment. 370.97', 'smart-sound sonicfire pro 4 corporate edition mac os x audio software for video. nan. 448.95', 'vegas7 + dvd upgrade. sony-pictures-digital-entertainment. 226.56', 'smart-sound sonicfire pro 4 corporate edition windows xp audio software for video. nan. 448.95', 'sony media software sound forge audio studio 8 software music production software. sony-pictures-digital-entertainment. 69.95', 'sony vegas7 .0 + dvd editing software with sound forge 8 for windows professional editing software. nan. 549.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
853,onone essentials for adobe photoshop elements,onone software,59.95,['onone software ele-10211 on1 essentials v. 1.0 for photoshop elements complete product graphics/designing 1 user complete product standard english pc mac'],[nan],[50.97],onone essentials for adobe photoshop elements. onone software. 59.95,[2440],['onone software ele-10211 on1 essentials v. 1.0 for photoshop elements complete product graphics/designing 1 user complete product standard english pc mac. nan. 50.97'],"['onone software ele-10211 on1 essentials v. 1.0 for photoshop elements complete product graphics/designing 1 user complete product standard english pc mac. nan. 50.97', 'onone software essentials for adobe photoshop elements version 2 full. nan. 59.33', 'onone software pps-30211 on1 plug-in suite v. 3.0 for adobe photoshop complete product image collection/editing/archive complete product pc mac intel-based mac. nan. 365.97', 'onone software pps-30212 on1 plug-in suite v. 3.0 for adobe photoshop upgrade image collection/editing/archive pc mac intel-based mac. nan. 274.97', 'onone software inc. ppi-12005 pro photo essentials plug in suite & iview mediapro 3. nan. 450.97', 'onone software pxe-11433 pxl smartscale elect 1-user english mac/win. onone software. 158.99', 'onone software pxe-11433 pxl smartscale elect 1-user english mac/win. onone software. 158.99', 'onone software ice-10770 intellihance pro 4.1 mac/win ( buy now and get free cs3 compatibility upgrades ). onone software. 158.99', 'onone software ice-10770 intellihance pro 4.1 mac/win ( buy now and get free cs3 compatibility upgrades ). onone software. 158.99', 'onone software mpr-40212 mask pro 4.0 upgrade ( buy now and get free cs3 compatibility upgrades ). onone software. 69.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
855,micromat podlock ( mac ),micromat,69.0,['micromat podlock ipod utility software'],[nan],[39.99],micromat podlock ( mac ). micromat. 69.0,[189],['micromat podlock ipod utility software. nan. 39.99'],"['micromat podlock ipod utility software. nan. 39.99', 'micromat techtool protogo. nan. 109.99', 'microspot interiors ( mac 10.2 or later ). nan. 99.95', 'micromat tech tool pro 4.5. nan. 82.99', 'micromat techtool protege utility with 1gb firewire flash drive. nan. 219.99', 'apple appleworks 6.2.9 ( mac ). nan. 79.99', 'micromat inc. diskstudio. nan. 43.36', 'appleworks 6.2 for mac. nan. 75.99', 'mariner macjournal 4 journal blog podcast software. nan. 38.99', 'microspot macdraft professional edition. nan. 249.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
857,cakewalk sonar home studio 6 xl,cakewalk,209.0,['cakewalk sonar home studio 6 xl software music production software'],[nan],[159.0],cakewalk sonar home studio 6 xl. cakewalk. 209.0,[2505],['cakewalk sonar home studio 6 xl software music production software. nan. 159.0'],"['cakewalk sonar home studio 6 xl software music production software. nan. 159.0', 'cakewalk sonar home studio 6 software music production software. nan. 99.0', 'cakewalk sonar 6 studio edition software music production software. nan. 279.95', 'cakewalk sonar 6 producers edition software music production software. nan. 459.95', 'cakewalk sonar 5 studio edition music production software. nan. 229.95', 'cakewalk sonar 5 producer edition music production software. nan. 379.95', 'cakewalk sonar 5 producer edition competative upgrade music production software. nan. 299.0', 'sony acid music studio ( pc ). nan. 69.99', 'cakewalk project5 version 2 software music production software. nan. 199.0', 'acid music studio 6. sony-pictures-digital-entertainment. 59.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
858,microsoft onenote 2007 upgrade,microsoft,79.95,['microsoft onenote 2007 upgrade ( pc )'],[nan],[79.95],microsoft onenote 2007 upgrade. microsoft. 79.95,[2848],['microsoft onenote 2007 upgrade ( pc ). nan. 79.95'],"['microsoft onenote 2007 upgrade ( pc ). nan. 79.95', 'microsoft office onenote 2007 complete package 1 pc cd win english. nan. 78.99', 'microsoft onenote 2007 ( pc ). nan. 99.95', 'microsoft word 2007 upgrade ( pc ). nan. 109.95', 'microsoft office visio standard 2007 upgrade ( pc ). nan. 129.95', 'microsoft ( r ) office ultimate 2007. nan. 539.95', 'microsoft ( r ) office standard 2007. nan. 399.99', 'microsoft office 2004 std upgrade. nan. 219.99', 'office pro 2007 upgrade microsoft 269-10294. nan. 257.71', 'microsoft ( r ) money 2007 premium. nan. 69.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
860,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0,"[""apple ilife '06 family pack"", ""apple ilife '06 family pack software av production software""]","[nan, nan]","[99.99, 99.0]",apple ilife '06 family pack ( mac dvd ) [ older version ]. apple computer. 99.0,"[228, 2236]","[""apple ilife '06 family pack. nan. 99.99"", ""apple ilife '06 family pack software av production software. nan. 99.0""]","[""apple ilife '06 family pack software av production software. nan. 99.0"", ""apple ilife '06 family pack. nan. 99.99"", ""apple iwork '06 family pack software apple & mac software. nan. 99.0"", ""apple ilife '06. nan. 79.99"", ""apple iwork '06 family pack. nan. 99.99"", ""apple ilife '06 software av production software. nan. 79.0"", ""ma166z/a ilife '06 complete package 1 user dvd mac. nan. 72.74"", 'apple mac os x 10.4.6 tiger family pack. nan. 185.99', 'apple mac os x v10 .4 tiger software family pack apple & mac software. nan. 199.95', ""iwork '06 ( mac ) apple. nan. 79.99""]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
862,cakewalk project5 version 2,cakewalk,259.0,['cakewalk project5 version 2 software music production software'],[nan],[199.0],cakewalk project5 version 2. cakewalk. 259.0,[2502],['cakewalk project5 version 2 software music production software. nan. 199.0'],"['cakewalk project5 version 2 software music production software. nan. 199.0', 'cakewalk sonar 5 studio edition music production software. nan. 229.95', 'cakewalk sonar 5 producer edition competative upgrade music production software. nan. 299.0', 'cakewalk sonar 5 producer edition music production software. nan. 379.95', 'cakewalk guitar tracks pro 3 music production software. nan. 99.0', 'cakewalk sonar 6 studio edition software music production software. nan. 279.95', 'cakewalk sonar home studio 6 xl software music production software. nan. 159.0', 'cakewalk sonar home studio 6 software music production software. nan. 99.0', 'cakewalk sonar 6 producers edition software music production software. nan. 459.95', 'cakewalk 10-cwgp3 .00 -90 c guitar tracks pro 3.0 ( 3 win 00/xp cd ). nan. 68.97']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
863,cubase se3 educational edition,steinberg,,['steinberg software cubase se 3.0 educational edition'],[nan],[145.73],cubase se3 educational edition. steinberg. nan,[208],['steinberg software cubase se 3.0 educational edition. nan. 145.73'],"['steinberg software cubase se 3.0 educational edition. nan. 145.73', 'steinberg nuendo 3 educational edition music production software. nan. 999.99', 'steinberg cubase studio 4 software educational discount music production software. nan. 179.95', 'steinberg cubase 4 software educational discount music production software. nan. 349.95', 'steinberg nuendo 3 music production software. nan. 1999.99', 'steinberg studio case 2 music production system educational discount music production software. nan. 164.95', 'steinberg cubase studio 4 software music production software. nan. 399.99', 'steinberg software halion symphonic orchestra educational edition. nan. 545.51', 'steinberg cubase 4 software music production software. nan. 799.99', 'steinberg cubase studio 4 software competitive crossgrade music production software. nan. 199.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
864,vocabulary puzzles grade 1,school zone,14.95,['school zone interactive vocabulary puzzles 1 on track software'],[nan],[9.45],vocabulary puzzles grade 1. school zone. 14.95,[207],['school zone interactive vocabulary puzzles 1 on track software. nan. 9.45'],"['school zone interactive vocabulary puzzles 1 on track software. nan. 9.45', 'pencil-pal big phonics. school-zone-interactive. 17.9', 'scholastic brain play preschool to 1st grade topics. nan. 19.99', 'brain play preschool 1st grade. nan. 25.99', 'jumpstart advanced 1st grade knowledge adventure. nan. 19.99', 'school zone interactive flash action phonics made easy. nan. 8.8', 'knowledge adventure inc. 20223 jumpstart world 1st grade mini box. nan. 16.93', 'school zone interactive time money & fractions 1-2 on track software. nan. 9.45', 'school zone interactive flash action addition & subtraction. nan. 8.8', 'brain play preschool-1st grade. nan. 17.9']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
867,punch ! ultimate deck and landscape,punch ! software,29.0,['punch software 13100 punch ! ultimate deck & landscape complete product creativity application 1 user ( s ) complete product standard pc'],[nan],[29.97],punch ! ultimate deck and landscape. punch ! software. 29.0,[2484],['punch software 13100 punch ! ultimate deck & landscape complete product creativity application 1 user ( s ) complete product standard pc. nan. 29.97'],"['punch software 13100 punch ! ultimate deck & landscape complete product creativity application 1 user ( s ) complete product standard pc. nan. 29.97', 'punch software 26100 punch ! master landscape and home design ( small box ). punch software. 45.99', 'punch software 26100 punch ! master landscape and home design ( small box ). punch software. 45.99', 'punch software 26100 punch ! master landscape and home design ( small box ). punch software. 45.99', 'punch software 25100 punch ! master landscape and home design. punch software. 45.99', 'punch software 25100 punch ! master landscape and home design. punch software. 45.99', 'punch software 25100 punch ! master landscape and home design. punch software. 45.99', 'punch software 26100 punch ! master landscape & home design architectural 1 user ( s ) pc. nan. 45.97', 'punch software 25100 punch ! master landscape & home design architectural 1 user ( s ) pc. nan. 45.97', 'punch software master landscape professional & home design v 10.0. nan. 69.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
869,upgrade crystal reports 11 pro french,business objects,479.78,['upg crystal reports 11 pro french'],[nan],[264.99],upgrade crystal reports 11 pro french. business objects. 479.78,[2287],['upg crystal reports 11 pro french. nan. 264.99'],"['upg crystal reports 11 pro french. nan. 264.99', 'business objects crystal reports xi. nan. 459.99', 'crystal reports xi developer edition business objects w-1rd-e-wx-00. nan. 400.03', 'crystal reports xi professional edition complete package. nan. 537.57', 'w-1rp-f-wx-00 crystal reports xi professional edition complete package 1 user win fren. nan. 538.5', 'business objects t-59j-e-56-wx crystal rpt 11 report essentials cbt. nan. 178.49', 'onone software qx-tools pro 7 upgrade. nan. 69.17', 'iris inc readiris pro 11 corporate edition. nan. 430.58', 'visual studio pro 2005 upgrade ( pc ) microsoft. nan. 549.0', 'f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe. nan. 757.74']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
871,apple garageband jam pack : rhythm section,apple,99.0,['garageband jampack rhythm section ( mac ) apple'],[nan],[99.99],apple garageband jam pack : rhythm section. apple. 99.0,[2799],['garageband jampack rhythm section ( mac ) apple. nan. 99.99'],"['apple garageband jam pack : rhythm section. nan. 95.99', 'garageband jampack rhythm section ( mac ) apple. nan. 99.99', 'apple garageband jam pack : world music. nan. 95.99', 'apple garageband jam pack : remix tools. nan. 95.99', 'apple garageband jam pack : symphony orchestra. nan. 95.99', 'east west propack for garageband av production software. nan. 152.96', 'apple logic express 7.2. nan. 299.99', 'apple/emagic logic pro 7.2 software music production software. nan. 999.0', ""apple ilife '06 family pack. nan. 99.99"", ""apple ilife '06 family pack software av production software. nan. 99.0""]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
874,peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ),sage software,1199.99,['sage ( ptree ) premium accounting for manufacturing 2007 multi-user'],[nan],[1180.37],peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ). sage software. 1199.99,[199],['sage ( ptree ) premium accounting for manufacturing 2007 multi-user. nan. 1180.37'],"['sage software peachtree premium accounting 2007 software for windows tax & finance software. nan. 469.95', 'sage software peachtree pro accounting 2007 software for windows tax & finance software. nan. 159.95', 'sage software peachtree complete accounting 2007 software for windows tax & finance software. nan. 249.95', 'sage ( ptree ) premium accounting for manufacturing 2007 multi-user. nan. 1180.37', 'peachtree ( r ) premium accounting 2007. nan. 499.99', 'peachtree software vernfpm2008rt sage peachtree premium accounting 2008 for nonprofits multiple user financial management pc - free shipping. nan. 1075.97', 'peachtree software vernfp2008rt sage peachtree premium accounting 2008 for nonprofits financial management pc. nan. 540.97', 'peachtree ( r ) pro accounting 2007. nan. 169.99', 'intuit inc quickbooks premier edition 2007 5 user. nan. 1309.31', 'sage ( ptree ) premium accounting accountants edition 2007. nan. 492.01']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
875,century software tinyterm plus v. 4.0 complete product,century software,,['century software ttpl-1 century tinyterm plus v. 4.0 complete product connectivity/data acess 1 user ( s ) complete product standard english pc'],[nan],[188.97],century software tinyterm plus v. 4.0 complete product. century software. nan,[2475],['century software ttpl-1 century tinyterm plus v. 4.0 complete product connectivity/data acess 1 user ( s ) complete product standard english pc. nan. 188.97'],"['century software ttpl-1 century tinyterm plus v. 4.0 complete product connectivity/data acess 1 user ( s ) complete product standard english pc. nan. 188.97', 'century software tt-5 century tinyterm v. 4.2 x complete product emulation 5 user ( s ) complete product standard pc. nan. 395.97', 'century software tt-1 century tinyterm v. 4.3 x emulation 1 user ( s ) english french german spanish italian polish portuguese pc. nan. 120.97', 'software. nan. 46.99', 'encore software 10485 encore printmaster v. 17.0 platinum complete product creativity application 1 user complete product standard pc. nan. 33.97', 'punch software 38100 punch ! super home suite complete product architectural 1 user complete productcomplete productstandard english pc. nan. 45.97', '1460 vcom systemsuite professional v. 7 complete package 1 user cd win. nan. 36.93', 'individual software inc systemsuite 8 professional ( us pos ). nan. 46.42', 'encore software 10478 encore printmaster v. 17.0 gold complete product creativity application 1 user ( s ) complete product standard pc. nan. 17.97', 'punch software 42100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc. nan. 108.97']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
876,adobe soundbooth cs3 [ mac ],adobe,199.0,"['adobe soundbooth cs3 audio editing software mac music production software', 'adobe soundbooth cs3']","[nan, nan]","[198.95, 205.99]",adobe soundbooth cs3 [ mac ]. adobe. 199.0,"[2473, 172]","['adobe soundbooth cs3 audio editing software mac music production software. nan. 198.95', 'adobe soundbooth cs3. nan. 205.99']","['adobe soundbooth cs3 audio editing software mac music production software. nan. 198.95', 'adobe soundbooth cs3 audio editing software windows music production software. nan. 198.95', 'adobe soundbooth cs3. nan. 205.99', 'adobe soundbooth cs3 academic. nan. 95.99', 'adobe production premium cs3 software suite for mac av production software. nan. 1698.95', 'adobe premiere pro cs3 video editing software for mac av production software. nan. 798.95', 'adobe flash cs3 professional ( mac ). nan. 699.0', 'adobe photoshop cs3 for mac. nan. 609.99', 'adobe photoshop cs3 extended software full version for macintosh. nan. 969.0', 'adobe illustrator cs3 for mac academic. adobe-education-box. 199.99']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
881,the print shop 22 deluxe sb cs by the print shop,encore software,49.95,['encore software 10741 the print shop 22 deluxe sb cs by the print shop'],[nan],[42.97],the print shop 22 deluxe sb cs by the print shop. encore software. 49.95,[2544],['encore software 10741 the print shop 22 deluxe sb cs by the print shop. nan. 42.97'],"['encore software 10741 the print shop 22 deluxe sb cs by the print shop. nan. 42.97', 'encore software 10691 the print shop 22 sb cs by the print shop. nan. 25.97', 'encore software 10731 the print shop 22 pro publisherdeluxe sb cs by the print shop. nan. 81.97', 'encore software 11041 the print shop elements : labels & logos sb cs by the print shop. nan. 17.97', 'encore software 10931 the print shop design suite proed sb cs by the print shop. nan. 105.97', 'encore software 10038 encore the print shop v. 21.0 deluxe print management pc. nan. 41.97', 'encore inc print shop 22 pro publisher deluxe. nan. 85.07', 'the printshop pro publisher v22 deluxe dvd-rom. nan. 69.9', 'the printshop v22 deluxe. nan. 29.9', 'encore software 10033 encore the print shop v. 21.0 complete product print management 1 user ( s ) complete product standard pc. nan. 25.97']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
