id_left,title_left,category_left,brand_left,modelno_left,price_left,title_right,category_right,brand_right,modelno_right,price_right,text_src,id_right,text_tgt,candidates,labels
2142,clarion vx401 6.2 double-din multimedia control station with usb port and built-in bluetooth,gps,clarion,vx401,499.99,['brand new clarion vx401 6.2 2 din touchscreen cd dvd am fm mp3 wma receiver w usb and bluetooth'],['vehicle gps'],['clarion'],[nan],[329.99],clarion vx401 6.2 double-din multimedia control station with usb port and built-in bluetooth. gps. clarion. vx401. 499.99,[13934],['brand new clarion vx401 6.2 2 din touchscreen cd dvd am fm mp3 wma receiver w usb and bluetooth. vehicle gps. clarion. nan. 329.99'],"['clarion vx401 6.5 in-dash double-din touchscreen dvd cd mp3 usb receiver with bluetooth. dvd players. clarion. vx401. 324.99', 'brand new clarion vx401 6.2 2 din touchscreen cd dvd am fm mp3 wma receiver w usb and bluetooth. vehicle gps. clarion. nan. 329.99', 'brand new clarion vz401 7 1 din motorized touchscreen cd dvd am fm mp3 wma receiver w usb and bluetooth. digital media receivers. clarion. nan. 339.95', 'clarion vz401 7 in-dash single-din touchscreen dvd cd mp3 usb receiver with bluetooth. dvd players. clarion. vz401. nan', 'clarion nx501 6.2 double-din navigation multimedia control station. in-dash navigation. clarion mobile electronics. nx501. nan', 'clarion cx201 double-din cd usb receiver. printers. clarion. nan. 179.95', 'clarion nx501 7 single-din navigation multimedia control staion with usb bluetooth. printers. clarion. nan. nan', 'clarion cx201 double din cd usb mp3 wma ipod receiver w remote control. vehicle gps. clarion. nan. 214.31', 'clarion mobile electronics cx501 - 2-din cd bluetooth usb receiver. stereos. clarion. cx501. 190.1', 'clarion vz300 3.5 in-dash dvd cd mp3 usb receiver. dvd players. clarion. vz300. 239.99']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2149,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,digital cameras,kodak,m552pink,94.54,['kodak easyshare m552 14 mp digital camera with 5x optical zoom and 2.7-inch lcd - dark pink new model'],['point shoot digital cameras'],['kodak'],['1942390'],[nan],kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints. digital cameras. kodak. m552pink. 94.54,[4784],['kodak easyshare m552 14 mp digital camera with 5x optical zoom and 2.7-inch lcd - dark pink new model. point shoot digital cameras. kodak. 1942390. nan'],"['kodak easyshare m552 14mp digital camera with 5x optical zoom and 2.7-inch lcd in dark pink 4gb accessory kit. point shoot digital cameras. kodak. m552. 119.95', 'kodak easyshare m552 14 mp digital camera with 5x optical zoom and 2.7-inch lcd - dark pink new model. point shoot digital cameras. kodak. 1942390. nan', 'kodak easyshare m580 14 mp digital camera with 8x wide angle optical zoom and 3.0-inch lcd pink. point shoot digital cameras. kodak. easyshare m580 pink. 102.99', 'kodak easyshare m552 14 mp digital camera with 5x optical zoom and 2.7-inch lcd - orange new model. point shoot digital cameras. kodak. 8996464. 89.0', 'kodak easyshare m552 14 mp digital camera with 5x optical zoom and 2.7-inch lcd - black new model. point shoot digital cameras. kodak. 1836824. nan', 'kodak easyshare m550 12 mp digital camera with 5x wide angle optical zoom and 2.7-inch lcd dark grey. point shoot digital cameras. kodak. easyshare m550 dark grey. 76.95', 'kodak easyshare m552 14mp digital camera with 5x optical zoom and 2.7-inch lcd in black 4gb accessory kit. digital slr camera bundles. kodak. m552. 119.95', 'kodak easyshare m552 14 mp digital camera with 5x optical zoom and 2.7-inch lcd - bluegray new model. point shoot digital cameras. kodak. 8145872. 87.97', 'kodak easyshare m532 14 mp digital camera with 4x optical zoom and 2.7-inch lcd - blue new model. point shoot digital cameras. kodak. 8909186. 89.99', 'kodak easyshare c913 9.2 mp digital camera with 3xoptical zoom pink. point shoot digital cameras. kodak. c913 pink. nan']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2150,dp audio 1000-watt amplifier installation kit,car stereos,dp video,dp88,17.0,['dp audio video dp88 8-guage amp kit with rca'],['power ground cable'],['dp audio video'],['dp88'],[17.0],dp audio 1000-watt amplifier installation kit. car stereos. dp video. dp88. 17.0,[21343],['dp audio video dp88 8-guage amp kit with rca. power ground cable. dp audio video. dp88. 17.0'],"['dp audio video dp88 8-guage amp kit with rca. power ground cable. dp audio video. dp88. 17.0', 'dp audio video da1200 .5 5-channel 1200watts mosfet bridgeable power amplifier. stereo amplifiers. dp audio video. da1200 .5. 78.0', 'legacy great amplifier installation package for car truck suv -- la1110sl 1100w mono-block class-d amplifier silver lamp1 1000w 8 gauge amplifier installation kit .. stereo amplifiers. pyle. nan. 69.99', 'dp audio video da4ga 4-guage amp kit with rca. power ground cable. dp audio video. da4ga. 29.99', 'bravo view aik-ps8000 - 500 watt 8-gauge amp install kit. amplifier wiring kits. bravo view. aik-ps8000. 20.91', 'dp audio video dzp905 7-inch single din touch screen dvd receiver. dvd players. dp audio video. dzp905. 238.0', 'boss kit-2 complete 8 gauge amplifier installation kit. amplifier wiring kits. boss. kit-2. 12.25', 'pyramid pbin3 1000 watt 20 feet amplifier installation wiring kit. audio video accessories. pyramid. pbin3. 14.99', 'dp audio video dh900 9-inch headrest monitor ultra slim. headrest video. dp audio video. dh900. 117.0', 'dp audio video dh700 7-inch headrest monitor ultra slim. headrest video. dp audio video. dh700. 91.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2151,polaroid ultraclear screen protector bold 9000,mp3 accessories,polaroid,pscucbb9000,14.99,['ultraclear screen protector for bold9000 portable audio cellular accessories'],['batteries'],['polaroid'],['pscucbb9000'],[11.87],polaroid ultraclear screen protector bold 9000. mp3 accessories. polaroid. pscucbb9000. 14.99,[7338],['ultraclear screen protector for bold9000 portable audio cellular accessories. batteries. polaroid. pscucbb9000. 11.87'],"['ultraclear screen protector for bold9000 portable audio cellular accessories. batteries. polaroid. pscucbb9000. 11.87', 'ultraclear screen protector bold 9700 portable audio cellular accessories. batteries. polaroid. pscucbb9700. 11.87', 'ultraclear screen protector torch 9800 portable audio cellular accessories. batteries. polaroid. pscucbb9800. 11.87', 'ultraclear screen protector for ipad portable audio cellular accessories. batteries. polaroid. pscucapipad. 23.74', 'amzer amz91735 super clear screen protector with cleaning cloth for blackberry bold 9900 9930 - 1 pack - screen protector - retail packaging - clear. screen protector foils. amzer. amz91735. 6.95', 'antiglare screen protector for ipad portable audio cellular accessories. batteries. polaroid. pscagapipad. 22.95', 'antiglare screen protector torch 9800. batteries. polaroid. pscagbb9800. 11.02', 'bower sad12 lcd universal screen protector for digital camera. cleaners. bower. sad12. 3.99', 'antiglare screen protec droid incredible. batteries. polaroid. pscaghtcdrinc. 11.02', 'greatshield ultra smooth clear screen protector film for rim blackberry playbook tablet 3 pack. screen protectors. greatshield. gs70071. 7.49']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2154,xtrememac incharge mobile case for iphone 4,electronics - general,memorex,ippim411,79.99,['xtrememac ipp-im4-11 incharge mobile iphone 4'],['chargers'],['memorex'],['ipp-im4-11'],[48.45],xtrememac incharge mobile case for iphone 4. electronics - general. memorex. ippim411. 79.99,[11211],['xtrememac ipp-im4-11 incharge mobile iphone 4. chargers. memorex. ipp-im4-11. 48.45'],"['xtrememac ipp-im4-11 incharge mobile iphone 4. chargers. memorex. ipp-im4-11. 48.45', 'xtrememac ipp-mpk-11 incharge mobile iphone 3gs. chargers. xtrememac. ipp-mpk-11. 19.99', 'xtrememac ipu-iap-11 incharge auto usb for iphone ipod ipad. chargers. memorex. ipu-iap-11. 20.88', 'xtrememac ipu-ia3-11 incharge auto aux for iphone ipod ipad. chargers. memorex. ipu-ia3-11. 37.78', 'xtrememac incharge auto docking station and charger for ipod black. chargers. xtrememac. ipu-ica-10. 9.99', 'macally metrolpad clear protective case with silicon grip for ipad. cases sleeves. macally. metrolpad. 11.99', 'apple iphone 4 - 2 pack of premium case cover snap-on cell phone protectors neon green rubberized multi color zebra stripes 3 pack of screen protectors. accessory kits. iphone. nan. 9.99', 'elanpassport wallet iphone4-bk. cases. griffin technology. gb01714. 16.99', 'otterbox universal defender case for iphone 4 red silicone black plastic. cases. otterbox. apl2-i4uni-38-e4otr. 21.99', 'iphone 4 silicone case retro - university of florida. computers accessories. tribeca. nan. 18.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2155,ape case ac252 tri-fold digital camera case passport travel wallet,photography - general,ape case,ac252,18.88,['ape case digital camera case with fold out wallet ac252'],['cases bags'],['norazza'],['ac252'],[18.48],ape case ac252 tri-fold digital camera case passport travel wallet. photography - general. ape case. ac252. 18.88,[4509],['ape case digital camera case with fold out wallet ac252. cases bags. norazza. ac252. 18.48'],"['ape case ac252 tri-fold travel wallet digital camera case. computers accessories. ape case. nan. nan', 'ape case ac252 tri-fold travel wallet digital camera case camcorder bags camera bags. networking products. ape case. nan. nan', 'ape case digital camera case with fold out wallet ac252. cases bags. norazza. ac252. 18.48', 'ape case ac165 digital camera case interior dim 2.5 l x 3.625 w x 5h. computer accessories. ape case. nan. 15.78', 'ape case digital camera and accessories bag ac220. cases bags. norazza. ac220. 13.54', 'ape case small digital camera bag ac165. cases bags. norazza. ac165. 12.85', 'new ape case ac120 day tripper series camera case small camcorder bags. networking products. ape case. nan. 22.37', 'ape case digital camera camcorder accessories bag tall ac250. cases bags. norazza. ac250. 14.54', 'ape case mini digital camera bag ac160. cases bags. norazza. ac160. 9.54', 'ape case pro luggage camera case acpro1600. cases bags. norazza. acpro1600. 74.05']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2156,cables unlimited - 1 port db25 parallel pci ecp epp spp port i o card,electronics - general,cables unlimited,ioc-1000,16.88,['cables unlimited tm 1 - port db25 parallel pci i o card ioc1000'],['computers accessories'],['cables unlimited'],['ioc1000'],[20.29],cables unlimited - 1 port db25 parallel pci ecp epp spp port i o card. electronics - general. cables unlimited. ioc-1000. 16.88,[14545],['cables unlimited tm 1 - port db25 parallel pci i o card ioc1000. computers accessories. cables unlimited. ioc1000. 20.29'],"['cables unlimited tm 1 - port db25 parallel pci i o card ioc1000. computers accessories. cables unlimited. ioc1000. 20.29', 'cables unlimited 1 - port parallel pci express card ioc1700. computers accessories. cables unlimited. ioc1700. 46.88', 'cables unlimited ioc-3200 high-speed 2 port usb 2.0 pci card. computers accessories. cables unlimited. ioc-3200. 20.14', 'cables unlimited 5 - port usb 2.0 pci express card ioc3700. computers accessories. cables unlimited. ioc3700. 49.99', 'cables unlimited high-speed 5 - port usb 2.0 pci card ioc3500. computers accessories. cables unlimited. ioc3500. 10.12', 'cables unlimited 1 - port gigabit ethernet expresscard ioc6800. network cards. cables unlimited. ioc6800. 35.84', 'siig cyber jj-e00011-s3 pcie serial parallel adapter - 1 x 9-pin db-9 rs-232 serial 1 x 25-pin db-25 ieee 1284 parallel pci express x1. i o port cards. siig. jj-e00011-s3. 39.47', 'startech.com 1-port pci express dual profile parallel adapter card - spp epp ecp pex1p. memory card adapters. startech. pex1p. 26.99', 'cables unlimited pcm-2150 db9 1f and 2m cable splitter. cables interconnects. cables unlimited. pcm-2150. 6.59', 'startech.com 2s1p pci express serial parallel combo card with breakout cable pex2s1p552b. i o port cards. startech. pex2s1p552b. 41.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2158,hp black notebook sleeve,electronics - general,hp,hp nu561aa,15.0,['hp 16 inch notebook sleeve - onyx'],['bags cases'],['hp'],['nu561aa #aba'],[18.32],hp black notebook sleeve. electronics - general. hp. hp nu561aa. 15.0,[9026],['hp 16 inch notebook sleeve - onyx. bags cases. hp. nu561aa #aba. 18.32'],"['hp 16 inch notebook sleeve - onyx. bags cases. hp. nu561aa #aba. 18.32', 'hp 16-inch notebook sleeve - black stream pattern. bags cases. hp. wu672aa #abl. 12.49', 'hp 16 inch laptop sleeve - black and red. laptop netbook computer accessories. hp. vz346aa #aba. 15.49', 'hp mini sleeve - black. laptop netbook computer accessories. hp. vx403aa #abl. 15.0', 'hp tablet sleeve - black with red trim. laptop netbook computer accessories. hp. vx404aa #abl. 18.33', 'hp mini sleeve. bags cases. hp. nf869aa. 7.99', 'hp garden dreams 14.5 laptop sleeve. bags cases. hp. xr943aa. 19.99', 'hp mobile printer sleeve - printer carrying case. printer accessories. hp. q6281a. 31.5', 'hp ru350aa backpack case for 17.0-inch notebooks. bags cases. hp. ru350aa. 29.71', 'hp mobile carrying case notebook printer carrying case - 15.5. bags cases. hp. q6282a. 58.36']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2159,peerless plasma screen pedestal with rotation and tilt pedestal only,tv accessories,peerless,col510p,298.99,['6 feet peerless plasma screen pedestal with rotation and tilt'],['television stands entertainment centers'],['peerless'],[nan],[nan],peerless plasma screen pedestal with rotation and tilt pedestal only. tv accessories. peerless. col510p. 298.99,[17899],['6 feet peerless plasma screen pedestal with rotation and tilt. television stands entertainment centers. peerless. nan. nan'],"['8 feet peerless plasma screen pedestal with rotation and tilt. television stands entertainment centers. peerless. nan. nan', '6 feet peerless plasma screen pedestal with rotation and tilt. television stands entertainment centers. peerless. nan. nan', '7 feet peerless plasma screen pedestal with rotation and tilt. television stands entertainment centers. peerless. nan. nan', 'peerless st650p tilt wall mount for 32 to 50 displays black. tv mounts. peerless. st650p. nan', 'peerless lcd pedestal stand for 10 to 30 flat panel screens. television stands entertainment centers. peerless. lcfs 100s. 186.19', 'peerless pc932a adjustable tilt ceiling mount for 15 to 37 displays with 9.8 to 13.8 extension black. tv mounts. peerless. pc932a. 57.74', 'peerless industries desktop articulating mount lct-101 - mounting kit tilt swivel lct-101. mounts. peerless. lct-101. 122.95', 'peepless indus peerless acc 050 - mounting kit acc050. computer monitor mounts. peerless. acc050. 39.99', 'peerless pa730 articulating wall mount for 10 to 22 displays black. tv mounts. peerless. pa730. 39.99', 'peerless fpz-655 flat panel stand for 32 to 55-inch flat panel screens gloss black. speaker stands. peerless. fpz-655. 299.99']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2160,nikon d3000 black 10.2 mp dslr camera kit with af-s dx nikkor 18-55mm f 3.5-5 .6 g vr lens w 50 bonus prints,digital cameras,nikon,d3000 kit,443.99,['nikon d3000 10.2 mp digital slr camera with 18-55mm f 3.5-5 .6 g af-s dx vr nikkor zoom lens'],['digital slr cameras'],['nikon'],['d3000 18-55mm kit'],[nan],nikon d3000 black 10.2 mp dslr camera kit with af-s dx nikkor 18-55mm f 3.5-5 .6 g vr lens w 50 bonus prints. digital cameras. nikon. d3000 kit. 443.99,[9858],['nikon d3000 10.2 mp digital slr camera with 18-55mm f 3.5-5 .6 g af-s dx vr nikkor zoom lens. digital slr cameras. nikon. d3000 18-55mm kit. nan'],"['nikon d3100 14.2 mp digital slr camera with 18-55mm f 3.5-5 .6 af-s dx vr nikkor zoom lens. digital slr cameras. nikon. d3100 18-55mm kit. 599.0', 'nikon d3000 10.2 mp digital slr camera with 18-55mm f 3.5-5 .6 g af-s dx vr nikkor zoom lens. digital slr cameras. nikon. d3000 18-55mm kit. nan', 'nikon d5100 16.2 mp cmos digital slr camera with 18-55mm f 3.5-5 .6 af-s dx vr nikkor zoom lens. digital slr cameras. nikon. d5100 18-55mm kit. 761.92', 'nikon d7000 16.2 mp dx-format cmos digital slr with 3.0-inch lcd and 18-105mm f 3.5-5 .6 af-s dx vr ed nikkor lens. digital slr cameras. nikon. d7000 18-105mm kit. nan', 'nikon d300s 12.3 mp cmos digital slr camera with af-s dx nikkor 18-200mm f 3.5-5 .6 g ed vr ii lens. digital slr cameras. nikon. d300s 18-200mm kit. nan', 'nikon d3000-d5000 dslr starter kit with nikon school dvd fast fun easy iii iv and d-slr system case. cases bags. nikon. dslr starter pack. 28.39', 'pentax k-r 12.4 mp digital slr camera with 3.0-inch lcd and 18-55mm f 3.5-5 .6 lens black. digital slr cameras. pentax. k-r black 18-55mm kit. nan', 'nikon coolpix p500 12.1 mp digital camera black with 8gb card battery case accessory kit. digital cameras. nikon. k-58526-02. 399.95', 'original nikon dslr case deluxe accessory kit for nikon d3000 d3100 d5000 d5100 and d7000 slr digital cameras. accessory kits. zm. zm-nk-cs. 37.95', 'nikon coolpix l24 14 mp digital camera black 8gb accessory kit. point shoot digital cameras. nikon. nan. 110.99']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2163,startech.com dp2dvi displayport to dvi video converter cable,electronics - general,startech,dp2dvi,18.88,['displayport to dvi video adapter converter'],[nan],['startech'],['dp2dvi'],[18.69],startech.com dp2dvi displayport to dvi video converter cable. electronics - general. startech. dp2dvi. 18.88,[8469],['displayport to dvi video adapter converter. nan. startech. dp2dvi. 18.69'],"['startech.com dp2hdmi displayport to hdmi video adapter converter. hdmi cables. startech. dp2hdmi. 15.99', 'startech.com dp2vga displayport to vga video adapter converter. nan. startech. dp2vga. 32.88', 'displayport to dvi video adapter converter. nan. startech. dp2dvi. 18.69', 'startech.com mdp2dvi mini displayport to dvi video adapter converter. power adapters. startech. mdp2dvi. 14.0', 'startech.com sp123dp2dvi triple head displayport to dvi multi monitor adapter. video converters. startech. sp123dp2dvi. 185.21', 'displayport to hdmi video adapter converter. nan. startech. dp2hdmiadap. 10.99', 'startech.com mdp2vga mini displayport to vga video adapter converter. video converters. startech. mdp2vga. 21.52', 'startech.com dvi to vga display monitor cable - 10 feet dvivgamm10. dvi cables. startech. dvivgamm10. 11.48', 'startech.com dvispl1vv 1 feet dvi-i analog to 2x vga video splitter cable - m f. connectors adapters. startech. dvispl1vv. 14.57', 'startech.com professional usb to dvi external dual or multi monitor video adapter video card usb2dvipro black. graphics cards. startech. usb2dvipro. 98.79']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2164,belkin f1dd104l soho 4-port dvi usb kvm switch,networking,belkin,f1dd104l,188.84,['4 port dvi-usb kvm switch with four usb dvi cables'],['kvm switches'],['belkin'],['f1dd104l'],[163.99],belkin f1dd104l soho 4-port dvi usb kvm switch. networking. belkin. f1dd104l. 188.84,[3694],['4 port dvi-usb kvm switch with four usb dvi cables. kvm switches. belkin. f1dd104l. 163.99'],"['belkin soho f1ds104l vga and usb 4 port in out kvm switch black. kvm switches. belkin. f1ds104l. nan', 'belkin soho f1ds102l vga and usb 2 port in out kvm switch black. kvm switches. belkin. f1ds102l. nan', 'belkin omniview soho series 4-port kvm switch with audio. kvm switches. belkin. f1ds104t. 99.99', '4 port dvi-usb kvm switch with four usb dvi cables. kvm switches. belkin. f1dd104l. 163.99', 'belkin f1dj104p-b 4-port kvm switch bundled with cables. kvm switches. belkin. f1dj104p-b. 50.24', 'belkin f1ds104u 4-port omniview usb kvm switch. kvm switches. belkin. f1ds104u. 79.99', 'belkin f1da104z 4-port ps2 usb pro3 kvm switch. kvm switches. belkin. f1da104z. 149.99', 'belkin f1dg102u flip 2-port kvm switch with audio support usb connection. kvm switches. belkin. f1dg102u. 29.99', 'pro3 4-port kvm switch 2 cable. kvm switches. belkin. f1da104z-bu. 189.0', '4-port e series kvm switch. kvm switches. belkin. f1db104p2-b. 52.18']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
2165,targus rg0315c pulse backpack notebook case,computers,targus,,38.88,['targus rg0315c pulse backpack for notebooks up to 15.4-inch screens black'],['bags cases'],['targus'],['rg0315c'],[32.82],targus rg0315c pulse backpack notebook case. computers. targus. nan. 38.88,[21076],['targus rg0315c pulse backpack for notebooks up to 15.4-inch screens black. bags cases. targus. rg0315c. 32.82'],"['targus rg0315c pulse backpack for notebooks up to 15.4-inch screens black. bags cases. targus. rg0315c. 32.82', 'rakgear rg0315 custom backpack. bags cases. targus. rg0315. 37.22', 'targus red tg-rd10110 rapid series camera case. computer accessories. targus. nan. 12.99', 'targus 17 sport backpack for laptops navy blue. bags cases. targus. nan. 22.49', 'targus citygear backpack case for 17 inch notebooks tcg216 black with grey. bags cases. targus. tcg216us. 54.99', 'zip-thrutm 15.4 traditional laptop case. portable audio video. targus. nan. nan', 'traditional pc notebook case - fits up to 15.4 screens. bags cases. targus. tbc001us. 29.61', 'targus sport backpack case designed for 15.4 inch notebooks tsb215 black with blue accents. bags cases. targus. tsb215. 54.99', 'targus tcg650 - citygear chicago laptop backpack nylon 15 x 9-1 2 x 18-3 4 black gray yellow. printers. targus. nan. nan', 'targus tvr300 travel notebook case. bags cases. targus. tvr300. 28.24']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2167,lifeworks netbook cooling pad mouse kit ihb931nr,computers,lifeworks,ihb931nr,49.88,['new-netbook cooling pad mouse kit - ihb931nr'],['computers accessories'],['lifeworks'],[nan],[70.0],lifeworks netbook cooling pad mouse kit ihb931nr. computers. lifeworks. ihb931nr. 49.88,[17733],['new-netbook cooling pad mouse kit - ihb931nr. computers accessories. lifeworks. nan. 70.0'],"['new-netbook cooling pad mouse kit - ihb931nr. computers accessories. lifeworks. nan. 70.0', 'ihome ih-b931nr - notebook cooling pad. cooling pads. lifeworks. ih-b931nr. 12.99', 'ihome 3-in-1 netbook kit ihb938np - notebook accessories bundle - pink. cooling pads. lifeworks. ih-b938np. 14.78', 'new-3-in-1netbook netpack blue - ihb939nn. computers accessories. lifeworks. nan. 25.0', 'new-3-in-1netbook netpack white - ihb935nw. computers accessories. lifeworks. nan. nan', 'lifeworks technology ihome istand media center bundle with wireless keyboard and wireless laser mouse black. keyboard mouse combos. ihome. ih-b900nb. 61.67', 'logitech portable lapdesk n315. cooling pads. logitech. 939-000181. 23.95', 'notebook cooling pad with built in fans. cooling pads. micro innovations. nb360cp. 17.99', 'cooler master notepal ergostand notebook cooler r9-nbs-4uak. cooling pads. cooler master. r9-nbs-4uak. 33.48', 'notebook multimedia cooling pad dual fans mic-speaker phone usb. computer speakers. micro innovations. nb500cp. 19.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2179,expo dry erase eraserxl with replaceable pad felt 10w x 2d,stationery & office machinery,expo,,12.19,['new-expo 8474 - dry erase eraserxl with replaceable pad felt 10w x 2d - san8474'],['radios'],['expo'],[nan],[23.0],expo dry erase eraserxl with replaceable pad felt 10w x 2d. stationery & office machinery. expo. nan. 12.19,[18387],['new-expo 8474 - dry erase eraserxl with replaceable pad felt 10w x 2d - san8474. radios. expo. nan. 23.0'],"['new-expo 8474 - dry erase eraserxl with replaceable pad felt 10w x 2d - san8474. radios. expo. nan. 23.0', 'dry erase board cleaning wet wipes 6 x 9 50. printer accessories. expo. nan. nan', 'expo low odor dry erase start set eraser. nan. expo. nan. 9.05', 'new-expo 1751668 - click dry erase marker starter set eraser wipes markers fine assorted 3 set - san1751668. shredders. expo. nan. 23.0', 'marks-a-lot dry erase board eraser felt 5 1 2w. printer accessories. wmu. nan. nan', 'new-dry erase board cleaning wet wipes 6 x 9 50 case pack 3 - 443241. radios. expo. nan. 46.0', 'new-expo 83054 - dry erase marker eraser cleaner chisel fine assorted 12 set - san83054. radios. expo. nan. nan', 'new-expo 80054 - low-odor dry erase marker eraser cleaner chisel fine 12 set - san80054. radios. expo. nan. nan', 'squeegee-style dry erase board eraser felt. printer accessories. the board dudes. nan. nan', 'new-expo 1751669 - click dry erase markers fine tip black dozen - san1751669. shredders. expo. nan. 39.02']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2190,benq ms612st 3d-ready projector,electronics - general,benq,ms612st,699.0,['benq projector ms612st'],['video projectors'],['benq'],['9h . j4177 .14 e'],[nan],benq ms612st 3d-ready projector. electronics - general. benq. ms612st. 699.0,[21661],['benq projector ms612st. video projectors. benq. 9h . j4177 .14 e. nan'],"['benq projector ms612st. video projectors. benq. 9h . j4177 .14 e. nan', 'benq ms612st dlp 3d ready short throw svga white projector 4.0 lb. video projectors. benq. ms612st. nan', 'benq mw811 st - dlp projector - 3d ready 09598y category digital projectors. video projectors. benq. 9h . j3k77 .14 e. 848.49', 'mw811st mw811st. video projectors. benq. mw811st. 678.99', 'benq america ms614 dlp projector svga 2700 catalog category projectors dlp projectors. video projectors. benq. nan. 475.0', 'ms510 svga3d 700ansi lumens 7.3 ibs 4000 1 hdmi x 1. video projectors. benq. ms510. 549.85', 'benq mx511 dlp 3d ready black xga projector. video projectors. benq. mx511. 638.35', 'dlp projector wxga 2800. video projectors. benq. 9h . j4k77 .33 a. 641.72', 'mx880ust mx880ust. video projectors. benq. mx880ust. 1168.98', 'benq joybee gp1 mini-led dlp projector. video projectors. benq. gp1. 379.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2191,chicago bears ipod touch 4g hard case,electronics - general,tribeca,fva4587,29.99,['chicago bears ipod touch 4g hard case'],['computers accessories'],['tribeca'],[nan],[29.99],chicago bears ipod touch 4g hard case. electronics - general. tribeca. fva4587. 29.99,[16173],['chicago bears ipod touch 4g hard case. computers accessories. tribeca. nan. 29.99'],"['chicago bears ipod touch 4g hard case. computers accessories. tribeca. nan. 29.99', 'chicago blackhawks ipod touch 4g hard case. computers accessories. tribeca. nan. 29.99', 'san francisco 49ers ipod touch 4g hard case. computers accessories. tribeca. nan. 29.99', 'green bay packers ipod touch 4g hard case. computers accessories. tribeca. nan. 29.99', 'baltimore ravens ipod touch 4g hard case. computers accessories. tribeca. nan. 29.99', 'minnesota vikings ipod touch 4g hard case. computers accessories. tribeca. nan. 29.99', 'chicago cubs iphone 3g 3gs silicone case. computers accessories. tribeca. fva2014. 9.99', 'washington redskins ipod touch 4g hard case. computers accessories. tribeca. nan. 29.99', 'chicago white sox iphone 3g 3gs silicone case. computers accessories. tribeca. fva1994. 9.99', 'oakland raiders ipod touch 4g hard case. computers accessories. tribeca. nan. 29.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2192,garmin fishfinder 140 with 4.7-inch display and dual-beam transducer,fish finder,garmin,fishfinder 140,90.8,['garmin fishfinder 140 with 4.7-inch display and dual-beam transducer'],['accessories supplies'],['garmin'],['010-00460-00'],[92.96],garmin fishfinder 140 with 4.7-inch display and dual-beam transducer. fish finder. garmin. fishfinder 140. 90.8,[3144],['garmin fishfinder 140 with 4.7-inch display and dual-beam transducer. accessories supplies. garmin. 010-00460-00. 92.96'],"['garmin fishfinder 140 with 4.7-inch display and dual-beam transducer. accessories supplies. garmin. 010-00460-00. 92.96', 'humminbird piranhamax 170 4-inch waterproof fishfinder and dual-beam transducer. fishfinders. humminbird. 407250-1. 99.99', 'humminbird piranhamax 160 4-inch waterproof fishfinder and dual-beam transducer. fishfinders. humminbird. 407230-1. 89.99', 'humminbird 728 5-inch waterproof fishfinder and dual-beam transducer. fishfinders. humminbird. 407390-1. nan', 'humminbird piranhamax 160 pt 4-inch waterproof fishfinder and dual-beam transducer. fishfinders. humminbird. 407240-1. 126.09', 'humminbird 570 portable 5-inch waterproof fishfinder and dual-beam transducer. fishfinders. humminbird. 407530-1. 252.32', 'humminbird piranhamax 150 4-inch waterproof fishfinder. fishfinders. humminbird. 407190-1. 79.98', 'humminbird 120 fishin buddy 4-inch waterproof fishfinder. fishfinders. humminbird. 407120-1. 169.99', 'humminbird piranhamax 150pt 4-inch waterproof fishfinder. fishfinders. humminbird. 407200-1. 105.69', 'humminbird 140c fishin buddy 3.5-inch waterproof fishfinder. fishfinders. humminbird. 407180-1. 335.04']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
